grid_id,hb_peo_density,hb_distance,up_la,down_la,right_lon,left_lon,lon,la,wb_peo_density,wb_distance,jh_density,jh_ratio,poi_sum,roaddensity,near_dist,time_to_sub,事件活动_count,交通设施服务_count,住宿服务_count,体育休闲服务_count,公共设施_count,公司企业_count,医疗保健服务_count,商务住宅_count,地名地址信息_count,室内设施_count,摩托车服务_count,政府机构及社会团体_count,汽车服务_count,汽车维修_count,汽车销售_count,生活服务_count,科教文化服务_count,购物服务_count,通行设施_count,道路附属设施_count,金融保险服务_count,风景名胜_count,餐饮服务_count,evenness,diversity
"(120.480703, 30.289438)",273,11.56083821,30.294438,30.284438,120.485703,120.475703,120.480703,30.289438,266,12.44029555,539,0.974358974,39,8.447897424,28.16559051,5,0,2,0,0,0,13,0,1,8,0,0,0,0,0,0,2,1,4,5,0,0,0,3,0.854670728,1.877903529
"(120.490703, 30.289438)",228,11.26173608,30.294438,30.284438,120.495703,120.485703,120.490703,30.289438,231,10.71892837,459,1.013157895,25,5.378220929,29.16147012,5,0,3,0,0,0,4,0,1,6,0,0,1,0,0,0,3,0,4,0,0,0,0,3,0.93762623,1.949738933
"(120.500703, 30.289438)",0,0,30.294438,30.284438,120.505703,120.495703,120.500703,30.289438,0,0,0,0,102,4.697822192,30.15762242,5,0,3,0,1,3,26,2,2,18,0,0,12,5,3,0,5,1,15,6,0,0,0,0,0.836102757,2.20652311
"(120.510703, 30.289438)",207,10.3976858,30.294438,30.284438,120.515703,120.505703,120.510703,30.289438,125,9.270256913,332,0.603864734,24,4.48984608,31.15402126,5,0,0,0,0,2,9,0,0,2,0,0,4,0,0,0,0,0,1,6,0,0,0,0,0.870418816,1.559581156
"(120.540703, 30.289438)",0,0,30.294438,30.284438,120.545703,120.535703,120.540703,30.289438,0,0,0,0,192,10.20933529,34.14447786,5,0,10,0,2,0,17,10,5,18,0,0,4,0,0,0,22,3,69,10,0,5,0,17,0.823456078,2.112123139
"(119.980703, 30.299438)",227,8.726847459,30.304438,30.294438,119.985703,119.975703,119.980703,30.299438,219,13.12542572,446,0.964757709,75,16.26216319,19.84369873,5,0,5,0,1,0,6,0,1,52,0,0,0,1,0,1,3,0,2,2,0,0,0,1,0.519793416,1.246410176
"(120.020703, 30.299438)",694,8.620432423,30.304438,30.294438,120.025703,120.015703,120.020703,30.299438,490,10.27617288,1184,0.706051873,58,9.189525302,15.92297759,5,0,3,1,0,0,6,0,3,17,0,0,0,1,0,0,2,5,5,7,0,0,0,8,0.879084582,2.107952765
"(120.030703, 30.299438)",400,9.069969927,30.304438,30.294438,120.035703,120.025703,120.030703,30.299438,235,13.69343484,635,0.5875,116,9.651378488,14.9491522,5,0,2,1,3,0,5,0,5,38,0,0,1,2,1,0,17,1,23,4,0,0,1,12,0.74929955,2.029140796
"(120.040703, 30.299438)",1314,10.28962016,30.304438,30.294438,120.045703,120.035703,120.040703,30.299438,652,10.32577997,1966,0.496194825,308,12.87192282,13.97867789,5,0,24,14,10,1,66,6,17,21,0,0,1,4,0,0,29,11,18,14,0,5,0,67,0.844244441,2.340742617
"(120.060703, 30.299438)",405,8.430708028,30.304438,30.294438,120.065703,120.055703,120.060703,30.299438,165,7.393409759,570,0.407407407,671,12.40839241,12.05160412,5,0,36,14,21,6,14,17,17,35,0,0,12,6,1,2,85,51,171,16,0,2,4,161,0.759371409,2.235922776
"(120.070703, 30.299438)",706,9.20749072,30.304438,30.294438,120.075703,120.065703,120.070703,30.299438,1621,10.87994554,2327,2.296033994,2987,11.75941021,11.09713251,5,0,25,10,35,35,63,11,12,31,2227,0,1,7,0,1,101,75,130,24,0,2,2,195,0.388373279,1.14354142
"(120.080703, 30.299438)",731,4.891284867,30.304438,30.294438,120.085703,120.075703,120.080703,30.299438,627,7.062326864,1358,0.857729138,203,29.60152886,10.15087146,5,0,41,0,3,2,3,3,4,18,0,0,8,1,0,0,4,68,6,36,0,0,1,5,0.72865583,1.973236567
"(120.090703, 30.299438)",3198,11.72225352,30.304438,30.294438,120.095703,120.085703,120.090703,30.299438,4931,12.38141832,8129,1.541901188,2434,32.43543775,9.215131199,5,0,96,35,28,23,63,29,28,144,1191,0,16,14,2,5,201,117,139,83,0,21,3,196,0.655459657,1.963581648
"(120.100703, 30.299438)",1293,8.749461439,30.304438,30.294438,120.105703,120.095703,120.100703,30.299438,1737,8.844167818,3030,1.343387471,4149,13.93312481,8.293232762,5,0,66,17,76,42,114,57,45,177,2054,0,14,24,0,4,482,123,515,77,0,30,1,231,0.624585297,1.839053295
"(120.110703, 30.299438)",3087,9.775486819,30.304438,30.294438,120.115703,120.105703,120.110703,30.299438,2695,9.888133219,5782,0.873015873,959,10.96522873,7.389806254,5,0,44,78,31,7,42,33,29,122,0,0,20,6,2,0,193,35,165,44,0,9,0,99,0.848718809,2.404601455
"(120.120703, 30.299438)",2008,8.899887159,30.304438,30.294438,120.125703,120.115703,120.120703,30.299438,1928,9.995838259,3936,0.960159363,2597,15.54714024,6.511864059,5,0,46,15,34,29,32,28,42,158,1507,0,17,16,2,2,175,38,262,49,0,4,2,139,0.554595811,1.661420568
"(120.130703, 30.299438)",374,7.352298209,30.304438,30.294438,120.135703,120.125703,120.130703,30.299438,1096,9.184404494,1470,2.930481283,1778,18.68365263,5.669933959,5,0,59,11,24,37,118,39,48,271,488,0,62,8,0,1,185,64,182,82,0,9,2,88,0.796451899,2.345104018
"(120.140703, 30.299438)",2354,9.710697182,30.304438,30.294438,120.145703,120.135703,120.140703,30.299438,1634,9.891021864,3988,0.694137638,1795,29.90577796,4.880151255,5,0,113,18,46,23,57,33,69,283,159,0,125,12,2,0,235,60,239,126,0,17,27,151,0.869780808,2.561016516
"(120.150703, 30.299438)",5464,11.70073293,30.304438,30.294438,120.155703,120.145703,120.150703,30.299438,6686,12.69837488,12150,1.223645681,1179,38.80257887,4.167892551,5,0,41,10,19,11,59,16,39,280,0,0,48,4,0,0,169,39,253,70,0,6,5,110,0.790585313,2.23989686
"(120.170703, 30.299438)",10805,14.67577724,30.304438,30.294438,120.175703,120.165703,120.170703,30.299438,10888,15.58858174,21693,1.007681629,637,14.29977395,3.146705279,5,1,35,4,8,6,24,21,27,173,0,0,52,3,2,0,65,7,99,32,0,12,2,64,0.787254776,2.318023648
"(120.180703, 30.299438)",928,8.326641542,30.304438,30.294438,120.185703,120.175703,120.180703,30.299438,475,8.715044783,1403,0.511853448,697,14.8502925,2.951445817,5,0,46,4,7,5,27,5,54,226,0,0,18,3,4,1,56,14,86,63,0,1,2,75,0.745404326,2.194797553
"(120.190703, 30.299438)",1460,8.214187459,30.304438,30.294438,120.195703,120.185703,120.190703,30.299438,889,8.391570201,2349,0.60890411,984,25.47378172,2.943852561,5,0,55,5,10,7,29,22,43,288,0,0,46,16,5,0,134,17,149,60,0,11,1,86,0.782047946,2.260409296
"(120.200703, 30.299438)",971,8.685037864,30.304438,30.294438,120.205703,120.195703,120.200703,30.299438,546,7.945295944,1517,0.5623069,1341,18.25060291,3.022713351,5,0,51,71,12,13,53,37,29,129,249,0,37,16,0,1,224,24,177,63,0,8,1,146,0.825658235,2.431100291
"(120.210703, 30.299438)",1568,8.830641499,30.304438,30.294438,120.215703,120.205703,120.210703,30.299438,1439,10.43845293,3007,0.917729592,1080,13.79618583,3.346244024,5,0,70,43,12,14,72,33,35,71,62,0,18,15,1,2,214,25,156,43,0,8,1,185,0.821103938,2.459807567
"(120.220703, 30.299438)",1364,9.855353761,30.304438,30.294438,120.225703,120.215703,120.220703,30.299438,1631,12.20195588,2995,1.195747801,600,16.95257458,3.869255675,5,0,45,14,12,4,25,12,26,59,0,0,3,1,0,1,110,27,73,23,0,4,1,160,0.776567903,2.244569933
"(120.230703, 30.299438)",615,8.754444571,30.304438,30.294438,120.235703,120.225703,120.230703,30.299438,601,10.57252857,1216,0.977235772,155,20.55735083,4.532316696,5,0,8,0,2,1,9,2,11,46,0,0,3,0,0,0,23,3,23,7,0,1,1,15,0.798067034,2.161205593
"(120.240703, 30.299438)",848,10.64639363,30.304438,30.294438,120.245703,120.235703,120.240703,30.299438,778,10.44757653,1626,0.91745283,338,13.41487823,5.289308454,5,0,18,0,4,3,8,13,14,59,0,0,12,0,0,0,61,15,72,20,0,0,2,37,0.847299834,2.236072838
"(120.260703, 30.299438)",5695,12.44695615,30.304438,30.294438,120.265703,120.255703,120.260703,30.299438,2651,12.69025371,8346,0.465496049,88,5.485136061,6.97170501,5,0,8,0,2,1,9,0,6,25,0,0,12,2,1,1,6,3,8,2,0,1,1,0,0.826733708,2.292192555
"(120.270703, 30.299438)",666,11.20342088,30.304438,30.294438,120.275703,120.265703,120.270703,30.299438,268,11.13655069,934,0.402402402,390,21.82558646,7.86413341,5,0,19,1,4,1,9,14,19,94,0,0,20,4,4,1,55,18,68,30,0,2,0,27,0.800891107,2.314873036
"(120.380703, 30.299438)",3381,16.11315785,30.304438,30.294438,120.385703,120.375703,120.380703,30.299438,4373,17.72274946,7754,1.293404318,925,13.86003988,18.39703743,5,0,62,6,26,2,25,38,21,121,0,0,40,4,0,0,142,76,194,62,0,6,2,98,0.830545713,2.353113197
"(120.450703, 30.299438)",64,8.338422142,30.304438,30.294438,120.455703,120.445703,120.450703,30.299438,34,3.16167947,98,0.53125,673,15.42917909,25.30186552,5,0,9,7,8,5,36,30,35,186,0,1,27,18,4,1,71,22,117,27,0,14,3,52,0.787536823,2.359249477
"(120.470703, 30.299438)",423,9.67293005,30.304438,30.294438,120.475703,120.465703,120.470703,30.299438,443,10.86445648,866,1.047281324,14,11.3195769,27.28329289,5,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0.90815858,1.767194998
"(120.480703, 30.299438)",50,7.212874791,30.304438,30.294438,120.485703,120.475703,120.480703,30.299438,48,8.053175961,98,0.96,22,6.739584895,28.27496802,5,0,1,0,0,1,2,0,0,8,0,0,6,0,0,0,1,0,1,2,0,0,0,0,0.827238191,1.720193459
"(120.490703, 30.299438)",115,10.98956559,30.304438,30.294438,120.495703,120.485703,120.490703,30.299438,192,13.14483695,307,1.669565217,19,9.614378209,29.26720958,5,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.697186209,0.765937337
"(120.500703, 30.299438)",0,0,30.304438,30.294438,120.505703,120.495703,120.500703,30.299438,1,30.68888086,1,0,53,11.55517834,30.25996194,5,0,6,0,0,3,11,0,1,11,0,0,6,3,1,0,2,3,3,3,0,0,0,0,0.898292604,2.232173266
"(120.510703, 30.299438)",163,10.67643333,30.304438,30.294438,120.515703,120.505703,120.510703,30.299438,91,11.12187101,254,0.558282209,17,7.879876113,31.25317643,5,0,2,0,0,0,7,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.86707208,1.395498678
"(120.520703, 30.299438)",53,10.28950176,30.304438,30.294438,120.525703,120.515703,120.520703,30.299438,59,9.025623799,112,1.113207547,27,8.893985018,32.24681034,5,0,4,0,0,2,2,0,0,10,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0.847675906,1.518831332
"(120.530703, 30.299438)",0,0,30.304438,30.294438,120.535703,120.525703,120.530703,30.299438,0,0,0,0,16,7.289597266,33.2408251,5,0,3,0,0,0,0,0,0,7,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0.842341536,1.509273424
"(120.540703, 30.299438)",0,0,30.304438,30.294438,120.545703,120.535703,120.540703,30.299438,1,4.663070583,1,0,59,9.736795155,34.235121,5,0,9,0,0,1,7,1,1,12,0,0,9,0,0,0,3,2,6,8,0,0,0,0,0.887191851,2.127393145
"(119.970703, 30.309438)",497,12.80849788,30.314438,30.304438,119.975703,119.965703,119.970703,30.309438,499,11.20862337,996,1.004024145,66,18.46478955,21.02082328,5,0,2,0,2,0,3,0,1,52,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0.418487608,0.963603328
"(119.980703, 30.309438)",247,9.733481383,30.314438,30.304438,119.985703,119.975703,119.980703,30.309438,175,11.64423554,422,0.708502024,88,16.22091993,20.04522248,5,0,3,0,2,1,11,0,0,55,0,1,0,0,0,0,3,1,4,6,0,0,0,1,0.582668957,1.397179138
"(120.090703, 30.309438)",2344,10.32231551,30.314438,30.304438,120.095703,120.085703,120.090703,30.309438,921,8.91339614,3265,0.392918089,1910,18.13531969,9.625854352,5,0,133,45,44,10,179,29,35,205,0,0,29,12,4,4,228,65,456,90,0,16,1,325,0.78379263,2.307829572
"(120.100703, 30.309438)",2261,9.565589901,30.314438,30.304438,120.105703,120.095703,120.100703,30.309438,2158,10.33549084,4419,0.954444936,998,17.88263105,8.744050225,5,0,45,12,40,6,43,35,36,184,0,0,19,17,2,3,180,71,122,64,0,6,2,111,0.825055289,2.429324953
"(120.110703, 30.309438)",2754,11.11203772,30.314438,30.304438,120.115703,120.105703,120.110703,30.309438,1720,11.0922429,4474,0.624546115,913,19.88709059,7.888042085,5,0,46,10,35,5,42,40,24,104,0,0,10,9,0,1,190,62,162,43,0,3,2,125,0.81035883,2.342238277
"(120.120703, 30.309438)",14940,14.51721023,30.314438,30.304438,120.125703,120.115703,120.120703,30.309438,11040,16.20092541,25980,0.738955823,1082,12.61806276,7.066514891,5,0,52,10,24,15,45,38,34,243,132,0,50,15,1,0,128,40,118,60,0,12,3,62,0.848391723,2.49803766
"(120.130703, 30.309438)",4307,10.14215672,30.314438,30.304438,120.135703,120.125703,120.130703,30.309438,2320,8.997721538,6627,0.538657999,1008,21.8844103,6.291385617,5,0,70,3,20,9,43,29,32,165,4,1,54,8,1,1,155,43,147,80,0,3,20,120,0.806479525,2.455345011
"(120.140703, 30.309438)",1182,8.797637274,30.314438,30.304438,120.145703,120.135703,120.140703,30.309438,2635,9.026528152,3817,2.22927242,3507,31.9328591,5.580071857,5,0,84,25,61,73,116,28,60,210,1728,0,44,14,1,7,318,74,326,72,0,43,7,216,0.648724621,1.943405283
"(120.150703, 30.309438)",1757,8.873335648,30.314438,30.304438,120.155703,120.145703,120.150703,30.309438,1259,8.521785732,3016,0.716562322,2404,33.81682357,4.956308586,5,0,93,9,39,16,58,28,91,328,318,2,92,15,4,5,212,35,731,128,0,21,4,175,0.747101411,2.274567008
"(120.170703, 30.309438)",3767,9.509318849,30.314438,30.304438,120.175703,120.165703,120.170703,30.309438,2154,8.290054207,5921,0.571807805,875,25.08819864,4.104836568,5,0,66,10,25,10,46,26,34,202,2,0,53,10,0,0,115,14,110,70,0,12,4,66,0.841268096,2.431577545
"(120.200703, 30.309438)",611,7.80448543,30.314438,30.304438,120.205703,120.195703,120.200703,30.309438,553,8.736138534,1164,0.90507365,334,10.60525805,4.005996704,5,0,6,0,5,5,56,2,10,88,0,0,12,5,0,0,23,9,81,21,0,0,2,9,0.773292688,2.09411542
"(120.220703, 30.309438)",1715,8.909226624,30.314438,30.304438,120.225703,120.215703,120.220703,30.309438,1056,7.925375512,2771,0.61574344,491,14.60004208,4.701135872,5,0,25,3,15,5,28,23,15,66,0,0,16,11,5,1,91,24,88,23,0,8,3,41,0.846364392,2.492068305
"(120.230703, 30.309438)",236,7.476025989,30.314438,30.304438,120.235703,120.225703,120.230703,30.309438,317,9.631570421,553,1.343220339,265,23.62488702,5.272979903,5,0,11,0,2,6,12,9,16,82,0,0,11,5,0,0,29,11,23,22,0,1,2,23,0.833951201,2.312203694
"(120.240703, 30.309438)",458,9.458358864,30.314438,30.304438,120.245703,120.235703,120.240703,30.309438,251,7.510532032,709,0.548034934,827,21.00528143,5.946407985,5,0,32,2,11,5,74,27,34,162,0,1,31,15,1,1,142,48,120,39,0,6,1,75,0.794671714,2.3806237
"(120.250703, 30.309438)",1509,9.956877777,30.314438,30.304438,120.255703,120.245703,120.250703,30.309438,2627,10.87995684,4136,1.740888005,716,16.10128457,6.693945936,5,0,57,7,11,3,198,15,41,72,0,1,23,10,3,3,71,24,74,30,0,13,1,59,0.797232698,2.388295722
"(120.260703, 30.309438)",392,9.704274969,30.314438,30.304438,120.265703,120.255703,120.260703,30.309438,1351,10.68522789,1743,3.446428571,726,14.84277996,7.495351527,5,0,60,17,13,7,49,16,31,104,0,0,27,9,2,4,86,21,143,39,0,23,3,72,0.850760342,2.505011913
"(120.270703, 30.309438)",1296,11.03422119,30.314438,30.304438,120.275703,120.265703,120.270703,30.309438,1716,10.92875283,3012,1.324074074,1103,27.03465213,8.336339641,5,0,53,11,46,5,40,45,12,120,0,1,45,16,3,4,261,75,202,43,0,13,0,108,0.803510949,2.365888958
"(120.280703, 30.309438)",5591,13.10573452,30.314438,30.304438,120.285703,120.275703,120.280703,30.309438,3480,11.8599489,9071,0.622428904,1214,14.11952619,9.206876815,5,0,31,13,16,7,35,55,21,291,0,0,20,29,11,1,221,56,255,37,0,4,0,111,0.76566638,2.213060481
"(120.300703, 30.309438)",1870,11.97219987,30.314438,30.304438,120.305703,120.295703,120.300703,30.309438,1431,9.061145912,3301,0.765240642,352,5.43065144,11.00996004,5,0,8,7,5,0,22,4,4,25,0,1,3,46,5,6,41,4,96,12,0,3,2,58,0.773735184,2.278216036
"(120.310703, 30.309438)",14,10.21943719,30.314438,30.304438,120.315703,120.305703,120.310703,30.309438,21,7.590355143,35,1.5,381,13.88794564,11.93373145,5,0,29,11,8,4,63,13,17,62,0,0,3,4,0,0,50,20,31,12,0,8,3,43,0.868305757,2.460095458
"(120.320703, 30.309438)",564,9.992618901,30.314438,30.304438,120.325703,120.315703,120.320703,30.309438,644,10.38094439,1208,1.141843972,3276,13.95101724,12.86831306,5,0,70,39,57,23,57,50,32,156,1345,0,45,19,3,4,432,78,432,49,0,21,2,362,0.667636693,2.000060788
"(120.330703, 30.309438)",8094,13.56884069,30.314438,30.304438,120.335703,120.325703,120.330703,30.309438,6691,13.21670197,14785,0.826661725,2451,15.12083445,13.81165527,5,0,110,84,81,10,122,20,42,196,169,0,20,13,0,2,386,142,449,73,0,14,1,517,0.794779984,2.340181163
"(120.340703, 30.309438)",2011,10.53117264,30.314438,30.304438,120.345703,120.335703,120.340703,30.309438,1596,9.976329231,3607,0.793635007,1454,15.97086328,14.76198889,5,0,97,63,30,23,35,42,25,143,228,1,36,19,1,1,237,55,207,65,0,14,7,125,0.828861248,2.523486668
"(120.350703, 30.309438)",5132,14.72088317,30.314438,30.304438,120.355703,120.345703,120.350703,30.309438,9703,16.79681534,14835,1.890685892,688,12.58613791,15.7182777,5,0,59,15,19,1,63,19,24,77,0,0,27,7,0,0,85,30,59,65,0,2,1,135,0.85808367,2.431134105
"(120.360703, 30.309438)",645,12.44358238,30.314438,30.304438,120.365703,120.355703,120.360703,30.309438,833,10.63071884,1478,1.291472868,446,18.23319176,16.67949337,5,0,36,0,5,3,164,1,20,51,0,0,6,6,2,2,20,46,30,20,2,7,0,25,0.749233084,2.165562147
"(120.370703, 30.309438)",553,10.25511767,30.314438,30.304438,120.375703,120.365703,120.370703,30.309438,1783,10.76152531,2336,3.224231465,702,15.79426226,17.6448247,5,0,49,6,12,4,159,4,43,55,0,0,2,6,1,0,66,73,44,53,0,3,1,121,0.792511179,2.290651928
"(120.380703, 30.309438)",1787,12.30212498,30.314438,30.304438,120.385703,120.375703,120.380703,30.309438,1883,12.99638766,3670,1.053721321,1788,19.61050503,18.61368322,5,0,56,39,37,10,25,28,19,120,512,0,16,6,3,0,250,88,198,49,0,7,1,324,0.742643738,2.186669169
"(120.390703, 30.309438)",1220,11.36570963,30.314438,30.304438,120.395703,120.385703,120.390703,30.309438,1567,12.64677364,2787,1.28442623,255,17.76858512,19.58562799,5,0,19,3,3,3,5,4,8,53,0,0,4,4,0,0,23,49,27,25,0,0,3,22,0.837148979,2.321069819
"(120.430703, 30.309438)",50,14.02220709,30.314438,30.304438,120.435703,120.425703,120.430703,30.309438,22,9.667983471,72,0.44,28,13.19725264,23.49602124,5,0,2,0,1,1,9,0,0,2,0,0,4,0,0,0,1,0,3,4,0,1,0,0,0.874295665,2.013140165
"(120.450703, 30.309438)",543,12.20272208,30.314438,30.304438,120.455703,120.445703,120.450703,30.309438,393,10.49697564,936,0.723756906,116,16.08264335,25.46139285,5,0,5,0,2,2,3,2,5,76,0,0,5,0,0,0,4,1,4,5,0,0,1,1,0.560371512,1.478852545
"(120.470703, 30.309438)",224,11.30049356,30.314438,30.304438,120.475703,120.465703,120.470703,30.309438,177,11.25936401,401,0.790178571,42,13.96475742,27.43166822,5,0,1,0,2,2,7,2,0,5,0,1,7,1,0,0,2,2,5,3,0,0,1,1,0.909261597,2.46232605
"(120.490703, 30.309438)",4,17.48291561,30.314438,30.304438,120.495703,120.485703,120.490703,30.309438,3,8.545875854,7,0.75,165,13.3095107,29.40579046,5,0,12,0,4,0,2,1,10,34,0,0,4,1,0,0,16,7,31,13,0,0,0,30,0.844595111,2.166343687
"(119.970703, 30.319438)",101,8.823765278,30.324438,30.314438,119.975703,119.965703,119.970703,30.319438,259,13.29727755,360,2.564356436,181,10.09258968,21.25712526,5,0,6,1,6,1,29,3,1,11,0,0,8,4,2,0,14,3,55,6,0,2,1,28,0.769273501,2.223486402
"(119.980703, 30.319438)",0,0,30.324438,30.314438,119.985703,119.975703,119.980703,30.319438,0,0,0,0,42,8.078986489,20.29253036,5,0,1,0,1,1,12,0,0,23,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0.633208901,1.232167627
"(120.080703, 30.319438)",14390,15.12516593,30.324438,30.314438,120.085703,120.075703,120.080703,30.319438,15424,15.5807231,29814,1.071855455,696,13.45498545,10.97765016,5,0,37,5,12,9,27,14,22,161,0,0,45,2,1,2,72,26,151,44,0,10,3,53,0.792801364,2.334355238
"(120.090703, 30.319438)",2139,10.45558064,30.324438,30.314438,120.095703,120.085703,120.090703,30.319438,1259,9.472258733,3398,0.5885928,1425,16.85546533,10.11363102,5,0,68,9,18,6,59,22,40,130,0,1,39,10,1,6,118,19,701,60,0,2,3,113,0.636336563,1.906293978
"(120.100703, 30.319438)",1530,9.185776139,30.324438,30.314438,120.105703,120.095703,120.100703,30.319438,830,8.655627218,2360,0.54248366,836,24.10232957,9.274835456,5,0,37,8,22,7,63,22,28,136,0,0,14,17,3,5,136,51,178,23,0,1,1,84,0.800741257,2.357733768
"(120.110703, 30.319438)",913,8.495995788,30.324438,30.314438,120.115703,120.105703,120.110703,30.319438,988,9.133437367,1901,1.082146769,769,11.80358505,8.468434807,5,0,43,14,9,12,39,4,18,96,149,0,30,18,4,5,56,11,181,36,0,5,1,38,0.799544355,2.395220828
"(120.120703, 30.319438)",1579,9.586217027,30.324438,30.314438,120.125703,120.115703,120.120703,30.319438,2085,9.72935633,3664,1.320455985,548,9.839201321,7.703712674,5,0,38,10,13,5,53,22,26,125,0,0,27,11,1,3,69,23,43,30,0,11,1,37,0.855154501,2.517950247
"(120.130703, 30.319438)",2142,10.14453706,30.324438,30.314438,120.135703,120.125703,120.130703,30.319438,958,9.363035123,3100,0.447245565,1154,24.42705547,6.99287081,5,0,63,16,28,12,25,47,44,186,0,0,39,8,0,0,198,117,159,93,0,6,15,98,0.861429777,2.440614339
"(120.140703, 30.319438)",1228,7.6482405,30.324438,30.314438,120.145703,120.135703,120.140703,30.319438,1633,8.730089972,2861,1.32980456,2336,37.67544102,6.35244808,5,0,104,14,52,40,92,55,84,364,420,0,77,10,1,0,240,78,358,118,0,30,9,190,0.836530055,2.463111701
"(120.150703, 30.319438)",9007,13.5691083,30.324438,30.314438,120.155703,120.145703,120.150703,30.319438,9792,14.32838283,18799,1.087154435,739,23.42409197,5.802959339,5,0,50,5,15,6,36,3,38,107,0,0,27,10,1,0,51,58,166,64,0,2,1,99,0.813052694,2.350024544
"(120.160703, 30.319438)",1651,8.723104222,30.324438,30.314438,120.165703,120.155703,120.160703,30.319438,1285,8.519582909,2936,0.778316172,958,30.83107558,5.369130343,5,0,79,10,26,12,109,19,32,106,0,0,47,19,5,6,141,48,145,43,0,11,2,98,0.858457529,2.527675811
"(120.170703, 30.319438)",2336,9.61392486,30.324438,30.314438,120.175703,120.165703,120.170703,30.319438,1772,8.581793805,4108,0.758561644,804,25.84365749,5.07711284,5,0,39,7,19,5,71,39,36,120,0,0,31,14,2,2,113,52,107,44,0,19,0,84,0.872879448,2.522946105
"(120.180703, 30.319438)",2325,9.967962902,30.324438,30.314438,120.185703,120.175703,120.180703,30.319438,2501,9.628801071,4826,1.075698925,427,21.1135903,4.948825278,5,0,27,1,7,4,73,5,21,74,0,0,10,4,0,0,50,13,58,34,0,0,1,45,0.836381188,2.31894105
"(120.190703, 30.319438)",7299,13.72785924,30.324438,30.314438,120.195703,120.185703,120.190703,30.319438,7361,12.94983076,14660,1.008494314,957,20.77364604,4.943852611,5,0,31,6,10,4,119,4,15,93,0,3,12,10,2,9,42,4,541,25,0,2,2,23,0.553396587,1.657828017
"(120.200703, 30.319438)",758,11.26306653,30.324438,30.314438,120.205703,120.195703,120.200703,30.319438,626,9.520973335,1384,0.82585752,499,9.267579601,4.995149714,5,0,15,7,2,11,89,5,12,133,0,0,14,5,5,2,38,6,104,15,0,0,2,34,0.750184525,2.168312163
"(120.220703, 30.319438)",11919,14.46464323,30.324438,30.314438,120.225703,120.215703,120.220703,30.319438,8002,15.18381315,19921,0.671365047,605,9.267690261,5.582187165,5,0,17,6,9,7,20,13,11,225,0,0,19,1,4,0,60,7,117,16,0,5,1,67,0.704833287,2.037230228
"(120.270703, 30.319438)",11459,15.34542692,30.324438,30.314438,120.275703,120.265703,120.270703,30.319438,11138,15.04228854,22597,0.971987084,2473,20.15574212,8.889683432,5,0,82,74,9,10,89,26,35,410,0,0,28,25,14,1,292,13,893,39,0,5,2,426,0.662403048,1.950405353
"(120.280703, 30.319438)",1679,11.76982975,30.324438,30.314438,120.285703,120.275703,120.280703,30.319438,2090,9.368657566,3769,1.244788565,1310,16.40347873,9.714176323,5,0,25,29,4,5,56,21,17,428,0,2,18,22,7,1,135,13,289,30,0,1,0,207,0.675683183,1.989507901
"(120.310703, 30.319438)",12,5.082498603,30.324438,30.314438,120.315703,120.305703,120.310703,30.319438,547,9.161804136,559,45.58333333,534,18.35678709,12.33556279,5,0,45,11,7,3,28,6,20,112,0,0,48,5,10,0,72,10,68,25,0,4,0,60,0.846207638,2.397486773
"(120.320703, 30.319438)",2296,12.15915572,30.324438,30.314438,120.325703,120.315703,120.320703,30.319438,2689,12.93000081,4985,1.171167247,611,20.76108409,13.2432691,5,1,51,5,12,6,22,28,18,114,0,0,12,15,1,0,92,39,99,32,0,8,2,54,0.827466849,2.436425644
"(120.330703, 30.319438)",1651,11.47350784,30.324438,30.314438,120.335703,120.325703,120.330703,30.319438,619,9.12444586,2270,0.374924288,2270,21.37256142,14.16284708,5,0,93,171,43,14,30,43,35,392,140,0,36,25,5,0,299,87,258,77,0,10,1,511,0.798019098,2.349718537
"(120.340703, 30.319438)",2190,13.37455502,30.324438,30.314438,120.345703,120.335703,120.340703,30.319438,2214,12.22593892,4404,1.010958904,919,27.87223337,15.09209487,5,0,44,21,16,16,20,7,18,124,17,0,9,5,1,0,153,88,168,66,0,2,4,140,0.795437659,2.342117648
"(120.350703, 30.319438)",1480,9.913827869,30.324438,30.314438,120.355703,120.345703,120.350703,30.319438,1860,11.84255439,3340,1.256756757,312,21.42194104,16.02951874,5,0,27,1,7,6,14,0,12,61,0,0,7,1,0,0,25,36,22,52,0,1,5,35,0.846053427,2.345758191
"(120.370703, 30.319438)",483,10.88278975,30.324438,30.314438,120.375703,120.365703,120.370703,30.319438,661,12.41347416,1144,1.368530021,332,15.69732165,17.92393415,5,0,37,2,5,5,10,2,19,67,0,0,6,2,0,0,25,73,15,27,0,1,1,35,0.801902988,2.271962245
